stat.question_id,stat.frontend_question_id,stat.question__title,stat.question__title_slug,stat.total_acs,stat.total_submitted
2886,2810,Faulty Keyboard,faulty-keyboard,70616,84666
2881,2788,Split Strings by Separator,split-strings-by-separator,50380,68363
2876,2798,Number of Employees Who Met the Target,number-of-employees-who-met-the-target,141663,161702
2870,2765,Longest Alternating Subarray,longest-alternating-subarray,23386,69160
2866,2760,Longest Even Odd Subarray With Threshold,longest-even-odd-subarray-with-threshold,33449,113759
2864,2727,Is Object Empty,is-object-empty,49847,62873
2863,2726,Calculator with Method Chaining,calculator-with-method-chaining,21741,29255
2862,2725,Interval Cancellation,interval-cancellation,31166,39686
2860,2724,Sort By,sort-by,31502,38444
2859,2723,Add Two Promises,add-two-promises,73359,80673
2857,2739,Total Distance Traveled,total-distance-traveled,40879,104740
2847,2744,Find Maximum Number of String Pairs,find-maximum-number-of-string-pairs,59317,73216
2844,2778,Sum of Squares of Special Elements ,sum-of-squares-of-special-elements,61212,76018
2836,2733,Neither Minimum nor Maximum,neither-minimum-nor-maximum,85223,111379
2831,2748,Number of Beautiful Pairs,number-of-beautiful-pairs,32646,65602
2825,2716,Minimize String Length,minimize-string-length,51142,67897
2824,2729,Check if The Number is Fascinating,check-if-the-number-is-fascinating,41939,81058
2821,2715,Timeout Cancellation,timeout-cancellation,38535,43695
2820,2703,Return Length of Arguments Passed,return-length-of-arguments-passed,121588,129304
2819,2710,Remove Trailing Zeros From a String,remove-trailing-zeros-from-a-string,59696,76120
2816,2697,Lexicographically Smallest Palindrome,lexicographically-smallest-palindrome,47452,58251
2813,2704,To Be Or Not To Be,to-be-or-not-to-be,140522,226918
2812,2769,Find the Maximum Achievable Number,find-the-maximum-achievable-number,85784,95450
2809,2667,Create Hello World Function,create-hello-world-function,358518,441356
2805,2695,Array Wrapper,array-wrapper,32762,37270
2800,2696,Minimum String Length After Removing Substrings,minimum-string-length-after-removing-substrings,46445,67033
2798,2677,Chunk Array,chunk-array,51207,61742
2796,2666,Allow One Function Call,allow-one-function-call,87288,101720
2791,2682,Find the Losers of the Circular Game,find-the-losers-of-the-circular-game,26281,53948
2789,2665,Counter II,counter-ii,166667,209461
2785,2717,Semi-Ordered Permutation,semi-ordered-permutation,30092,47455
2777,2670,Find the Distinct Difference Array,find-the-distinct-difference-array,36058,46689
2775,2648,Generate Fibonacci Sequence,generate-fibonacci-sequence,25261,30531
2767,2656,Maximum Sum With Exactly K Elements ,maximum-sum-with-exactly-k-elements,65861,80446
2761,2626,Array Reduce Transformation,array-reduce-transformation,131617,156525
2756,2706,Buy Two Chocolates,buy-two-chocolates,173071,249074
2752,2652,Sum Multiples,sum-multiples,99007,116125
2748,2651,Calculate Delayed Arrival Time,calculate-delayed-arrival-time,52139,66414
2747,2635,Apply Transform Over Each Element in Array,apply-transform-over-each-element-in-array,154180,180173
2746,2634,Filter Elements from Array,filter-elements-from-array,140328,166523
2741,2629,Function Composition,function-composition,111293,129957
2737,2643,Row With Maximum Ones,row-with-maximum-ones,55887,74026
2734,2619,Array Prototype Last,array-prototype-last,119984,164606
2733,2621,Sleep,sleep,117574,136001
2732,2620,Counter,counter,324302,402494
2727,2678,Number of Senior Citizens,number-of-senior-citizens,55416,72546
2723,2609,Find the Longest Balanced Substring of a Binary String,find-the-longest-balanced-substring-of-a-binary-string,29751,64670
2722,2614,Prime In Diagonal,prime-in-diagonal,40858,121334
2715,2600,K Items With the Maximum Sum,k-items-with-the-maximum-sum,37778,61493
2714,2574,Left and Right Sum Differences,left-and-right-sum-differences,125458,145497
2707,2570,Merge Two 2D Arrays by Summing Values,merge-two-2d-arrays-by-summing-values,40281,54877
2704,2566,Maximum Difference by Remapping a Digit,maximum-difference-by-remapping-a-digit,24238,40671
2698,2562,Find the Array Concatenation Value,find-the-array-concatenation-value,46547,66822
2694,2644,Find the Maximum Divisibility Score,find-the-maximum-divisibility-score,29757,60838
2692,2558,Take Gifts From the Richest Pile,take-gifts-from-the-richest-pile,44757,67272
2684,2660,Determine the Winner of a Bowling Game,determine-the-winner-of-a-bowling-game,32987,96475
2679,2549,Count Distinct Numbers on Board,count-distinct-numbers-on-board,39815,66255
2675,2639,Find the Width of Columns of a Grid,find-the-width-of-columns-of-a-grid,26221,39094
2668,2605,Form Smallest Number From Two Digit Arrays,form-smallest-number-from-two-digit-arrays,35249,65764
2663,2591,Distribute Money to Maximum Children,distribute-money-to-maximum-children,28344,148073
2659,2595,Number of Even and Odd Bits,number-of-even-and-odd-bits,42799,58833
2654,2586,Count the Number of Vowel Strings in Range,count-the-number-of-vowel-strings-in-range,56693,76719
2650,2578,Split With Minimum Sum,split-with-minimum-sum,33451,47684
2645,2582,Pass the Pillow,pass-the-pillow,34776,75975
2639,2553,Separate the Digits in an Array,separate-the-digits-in-an-array,67247,85039
2634,2540,Minimum Common Value,minimum-common-value,223164,376371
2630,2544,Alternating Digit Sum,alternating-digit-sum,57724,84663
2624,2535,Difference Between Element Sum and Digit Sum of an Array,difference-between-element-sum-and-digit-sum-of-an-array,117804,139915
2619,2525,Categorize Box According to Criteria,categorize-box-according-to-criteria,31722,89772
2614,2529,Maximum Count of Positive Integer and Negative Integer,maximum-count-of-positive-integer-and-negative-integer,99566,140176
2608,2520,Count the Digits That Divide a Number,count-the-digits-that-divide-a-number,78498,93129
2602,2511,Maximum Enemy Forts That Can Be Captured,maximum-enemy-forts-that-can-be-captured,22611,59224
2598,2515,Shortest Distance to Target String in a Circular Array,shortest-distance-to-target-string-in-a-circular-array,28294,57918
2594,2506,Count Pairs Of Similar Strings,count-pairs-of-similar-strings,41934,60334
2589,2496,Maximum Value of a String in an Array,maximum-value-of-a-string-in-an-array,42056,58363
2585,2500,Delete Greatest Value in Each Row,delete-greatest-value-in-each-row,56301,72338
2580,2490,Circular Sentence,circular-sentence,38423,61216
2575,2481,Minimum Cuts to Divide a Circle,minimum-cuts-to-divide-a-circle,32315,60840
2571,2485,Find the Pivot Integer,find-the-pivot-integer,218483,260287
2566,2475,Number of Unequal Triplets in Array,number-of-unequal-triplets-in-array,40445,56854
2561,2465,Number of Distinct Averages,number-of-distinct-averages,41257,71370
2556,2469,Convert the Temperature,convert-the-temperature,169566,189995
2551,2460,Apply Operations to an Array,apply-operations-to-an-array,59436,88279
2547,2451,Odd String Difference,odd-string-difference,28447,48169
2542,2455,Average Value of Even Numbers That Are Divisible by Three,average-value-of-even-numbers-that-are-divisible-by-three,54437,90539
2536,2446,Determine if Two Events Have Conflict,determine-if-two-events-have-conflict,42784,84104
2532,2423,Remove Letter To Equalize Frequency,remove-letter-to-equalize-frequency,43482,251594
2528,2437,Number of Valid Clock Times,number-of-valid-clock-times,30146,64923
2524,2441,Largest Positive Integer That Exists With Its Negative,largest-positive-integer-that-exists-with-its-negative,209912,279058
2518,2432,The Employee That Worked on the Longest Task,the-employee-that-worked-on-the-longest-task,33941,68034
2507,2427,Number of Common Factors,number-of-common-factors,82088,104019
2502,2418,Sort the People,sort-the-people,134760,168478
2496,2409,Count Days Spent Together,count-days-spent-together,22236,49635
2495,2356,Number of Unique Subjects Taught by Each Teacher,number-of-unique-subjects-taught-by-each-teacher,145984,166478
2491,2413,Smallest Even Multiple,smallest-even-multiple,162374,185312
2486,2404,Most Frequent Even Element,most-frequent-even-element,78060,154842
2480,2395,Find Subarrays With Equal Sum,find-subarrays-with-equal-sum,48657,74864
2476,2399,Check Distances Between Same Letters,check-distances-between-same-letters,47335,67233
2469,2389,Longest Subsequence With Limited Sum,longest-subsequence-with-limited-sum,107463,150007
2463,2379,Minimum Recolors to Get K Consecutive Black Blocks,minimum-recolors-to-get-k-consecutive-black-blocks,51226,87435
2459,2383,Minimum Hours of Training to Win a Competition,minimum-hours-of-training-to-win-a-competition,31298,76206
2454,2373,Largest Local Values in a Matrix,largest-local-values-in-a-matrix,141447,160390
2447,2363,Merge Similar Items,merge-similar-items,55246,73177
2442,2367,Number of Arithmetic Triplets,number-of-arithmetic-triplets,120123,143145
2436,2357,Make Array Zero by Subtracting Equal Amounts,make-array-zero-by-subtracting-equal-amounts,106998,147898
2433,2347,Best Poker Hand,best-poker-hand,40164,66497
2427,2351,First Letter to Appear Twice,first-letter-to-appear-twice,113698,154749
2421,2341,Maximum Number of Pairs in Array,maximum-number-of-pairs-in-array,66536,88465
2416,2331,Evaluate Boolean Binary Tree,evaluate-boolean-binary-tree,70888,91229
2412,2335,Minimum Amount of Time to Fill Cups,minimum-amount-of-time-to-fill-cups,46189,80279
2406,2325,Decode the Message,decode-the-message,95033,113171
2401,2315,Count Asterisks,count-asterisks,68333,83209
2398,2319,Check if Matrix Is X-Matrix,check-if-matrix-is-x-matrix,51164,78439
2391,2299,Strong Password Checker II,strong-password-checker-ii,40499,74034
2386,2293,Min Max Game,min-max-game,46900,74455
2384,2236,Root Equals Sum of Children,root-equals-sum-of-children,216883,257434
2383,2235,Add Two Integers,add-two-integers,489235,557910
2377,2283,Check if Number Has Equal Digit Count and Digit Value,check-if-number-has-equal-digit-count-and-digit-value,55411,76868
2372,2287,Rearrange Characters to Make Target String,rearrange-characters-to-make-target-string,39741,67532
2365,2278,Percentage of Letter in String,percentage-of-letter-in-string,71073,96104
2361,2243,Calculate Digit Sum of a String,calculate-digit-sum-of-a-string,38358,58241
2350,2239,Find Closest Number to Zero,find-closest-number-to-zero,56647,126321
2346,2264,Largest 3-Same-Digit Number in String,largest-3-same-digit-number-in-string,143077,207458
2345,2224,Minimum Number of Operations to Convert Time,minimum-number-of-operations-to-convert-time,40817,62707
2341,2255,Count Prefixes of a Given String,count-prefixes-of-a-given-string,59567,82126
2337,2259,Remove Digit From Number to Maximize Result,remove-digit-from-number-to-maximize-result,79393,176069
2331,2248,Intersection of Multiple Arrays,intersection-of-multiple-arrays,76489,112445
2327,2231,Largest Number After Digit Swaps by Parity,largest-number-after-digit-swaps-by-parity,42326,68889
2323,2220,Minimum Bit Flips to Convert Number,minimum-bit-flips-to-convert-number,78141,93009
2320,2200,Find All K-Distant Indices in an Array,find-all-k-distant-indices-in-an-array,38653,58900
2316,2210,Count Hills and Valleys in an Array,count-hills-and-valleys-in-an-array,46214,76712
2312,2190,Most Frequent Number Following Key In an Array,most-frequent-number-following-key-in-an-array,35023,59440
2308,2206,Divide Array Into Equal Pairs,divide-array-into-equal-pairs,77532,105641
2304,2194,Cells in a Range on an Excel Sheet,cells-in-a-range-on-an-excel-sheet,68369,81469
2298,2180,Count Integers With Even Digit Sum,count-integers-with-even-digit-sum,59003,88288
2292,2185,Counting Words With a Given Prefix,counting-words-with-a-given-prefix,92085,118137
2288,2169,Count Operations to Obtain Zero,count-operations-to-obtain-zero,71250,95909
2283,2164,Sort Even and Odd Indices Independently,sort-even-and-odd-indices-independently,59625,95165
2277,2176,Count Equal and Divisible Pairs in an Array,count-equal-and-divisible-pairs-in-an-array,74512,93807
2274,2154,Keep Multiplying Found Values by Two,keep-multiplying-found-values-by-two,90651,127151
2269,2148,Count Elements With Strictly Smaller and Greater Elements ,count-elements-with-strictly-smaller-and-greater-elements,56536,95185
2264,2160,Minimum Sum of Four Digit Number After Splitting Digits,minimum-sum-of-four-digit-number-after-splitting-digits,125787,146172
2260,2138,Divide a String Into Groups of Size k,divide-a-string-into-groups-of-size-k,45961,69114
2254,2133,Check if Every Row and Column Contains All Numbers,check-if-every-row-and-column-contains-all-numbers,70960,137073
2248,2144,Minimum Cost of Buying Candies With Discount,minimum-cost-of-buying-candies-with-discount,48240,78947
2243,2124,Check if All A's Appears Before All B's,check-if-all-as-appears-before-all-bs,75363,105637
2238,2119,A Number After a Double Reversal,a-number-after-a-double-reversal,84972,106697
2235,2129,Capitalize the Title,capitalize-the-title,61183,95442
2231,2108,Find First Palindromic String in the Array,find-first-palindromic-string-in-the-array,273569,326207
2226,2103,Rings and Rods,rings-and-rods,72109,89339
2219,2114,Maximum Number of Words Found in Sentences,maximum-number-of-words-found-in-sentences,281695,326014
2215,2094,Finding 3-Digit Even Numbers,finding-3-digit-even-numbers,30427,50710
2210,2089,Find Target Indices After Sorting Array,find-target-indices-after-sorting-array,172819,226775
2204,2099,Find Subsequence of Length K With the Largest Sum,find-subsequence-of-length-k-with-the-largest-sum,48890,112397
2199,2078,Two Furthest Houses With Different Colors,two-furthest-houses-with-different-colors,53163,80422
2195,2073,Time Needed to Buy Tickets,time-needed-to-buy-tickets,205528,294505
2190,2085,Count Common Words With One Occurrence,count-common-words-with-one-occurrence,64805,92320
2186,2062,Count Vowel Substrings of a String,count-vowel-substrings-of-a-string,39262,58135
2181,2057,Smallest Index With Equal Value,smallest-index-with-equal-value,60925,83832
2177,2068,Check Whether Two Strings are Almost Equivalent,check-whether-two-strings-are-almost-equivalent,53051,83277
2173,2047,Number of Valid Words in a Sentence,number-of-valid-words-in-a-sentence,28738,99148
2168,2042,Check if Numbers Are Ascending in a Sentence,check-if-numbers-are-ascending-in-a-sentence,56389,81300
2163,2053,Kth Distinct String in an Array,kth-distinct-string-in-an-array,62224,85537
2159,2032,Two Out of Three,two-out-of-three,67173,89618
2154,2027,Minimum Moves to Convert String,minimum-moves-to-convert-string,35705,65591
2148,2037,Minimum Number of Moves to Seat Everyone,minimum-number-of-moves-to-seat-everyone,69059,84181
2144,2016,Maximum Difference Between Increasing Elements,maximum-difference-between-increasing-elements,81300,144751
2137,2011,Final Value of Variable After Performing Operations,final-value-of-variable-after-performing-operations,367367,412821
2132,2022,Convert 1D Array Into 2D Array,convert-1d-array-into-2d-array,81369,132817
2128,2000,Reverse Prefix of Word,reverse-prefix-of-word,240528,279431
2127,1978,Employees Whose Manager Left the Company,employees-whose-manager-left-the-company,96032,201355
2122,1995,Count Special Quadruplets,count-special-quadruplets,40256,65827
2121,1971,Find if Path Exists in Graph,find-if-path-exists-in-graph,426390,785245
2116,2006,Count Number of Pairs With Absolute Difference K,count-number-of-pairs-with-absolute-difference-k,147183,175784
2112,1984,Minimum Difference Between Highest and Lowest of K Scores,minimum-difference-between-highest-and-lowest-of-k-scores,73408,129664
2110,1965,Employees With Missing Information,employees-with-missing-information,119159,165111
2106,1979,Find Greatest Common Divisor of Array,find-greatest-common-divisor-of-array,129826,166991
2102,1991,Find the Middle Index in Array,find-the-middle-index-in-array,92760,137666
2099,1967,Number of Strings That Appear as Substrings in Word,number-of-strings-that-appear-as-substrings-in-word,68150,84428
2093,1961,Check If String Is a Prefix of Array,check-if-string-is-a-prefix-of-array,50760,96144
2088,1974,Minimum Time to Type Word Using Special Typewriter,minimum-time-to-type-word-using-special-typewriter,42274,56357
2083,1952,Three Divisors,three-divisors,66908,110357
2076,1945,Sum of Digits of String After Convert,sum-of-digits-of-string-after-convert,52089,83465
2058,1929,Concatenation of Array,concatenation-of-array,740366,824517
2053,1941,Check if All Characters Have Equal Number of Occurrences,check-if-all-characters-have-equal-number-of-occurrences,93832,121340
2048,1920,Build Array from Permutation,build-array-from-permutation,508361,566501
2042,1913,Maximum Product Difference Between Two Pairs,maximum-product-difference-between-two-pairs,238536,288036
2041,1890,The Latest Login in 2020,the-latest-login-in-2020,84333,109303
2037,1925,Count Square Sum Triples,count-square-sum-triples,44372,65498
2032,1903,Largest Odd Number in String,largest-odd-number-in-string,242530,384499
2025,1897,Redistribute Characters to Make All Strings Equal,redistribute-characters-to-make-all-strings-equal,134951,199888
2024,1873,Calculate Special Bonus,calculate-special-bonus,232915,404167
2020,1909,Remove One Element to Make the Array Strictly Increasing,remove-one-element-to-make-the-array-strictly-increasing,63397,231967
2015,1886,Determine Whether Matrix Can Be Obtained By Rotation,determine-whether-matrix-can-be-obtained-by-rotation,67433,118881
2010,1880,Check if Word Equals Summation of Two Words,check-if-word-equals-summation-of-two-words,65168,88007
2005,1893,Check if All the Integers in a Range Are Covered,check-if-all-the-integers-in-a-range-are-covered,43068,86308
1999,1869,Longer Contiguous Segments of Ones than Zeros,longer-contiguous-segments-of-ones-than-zeros,47136,77311
1993,1863,Sum of All Subset XOR Totals,sum-of-all-subset-xor-totals,75637,92904
1987,1876,Substrings of Size Three with Distinct Characters,substrings-of-size-three-with-distinct-characters,118541,161774
1983,1854,Maximum Population Year,maximum-population-year,66991,110600
1975,1848,Minimum Distance to the Target Element,minimum-distance-to-the-target-element,44141,80783
1970,1859,Sorting the Sentence,sorting-the-sentence,162035,195115
1965,1837,Sum of Digits in Base K,sum-of-digits-in-base-k,53276,68896
1960,1832,Check if the Sentence Is Pangram,check-if-the-sentence-is-pangram,330488,397285
1954,1844,Replace All Digits with Characters,replace-all-digits-with-characters,84761,104524
1950,1822,Sign of the Product of an Array,sign-of-the-product-of-an-array,333623,511286
1948,1795,Rearrange Products Table,rearrange-products-table,125571,147396
1944,1816,Truncate Sentence,truncate-sentence,163690,192837
1942,1789,Primary Department for Each Employee,primary-department-for-each-employee,99789,156211
1938,1827,Minimum Operations to Make the Array Increasing,minimum-operations-to-make-the-array-increasing,91567,115439
1933,1805,Number of Different Integers in a String,number-of-different-integers-in-a-string,47037,124489
1927,1800,Maximum Ascending Subarray Sum,maximum-ascending-subarray-sum,55113,88608
1920,1812,Determine Color of a Chessboard Square,determine-color-of-a-chessboard-square,79726,101781
1916,1791,Find Center of Star Graph,find-center-of-star-graph,186667,223299
1915,1790,Check if One String Swap Can Make Strings Equal,check-if-one-string-swap-can-make-strings-equal,105482,230558
1910,1784,Check if Binary String Has at Most One Segment of Ones,check-if-binary-string-has-at-most-one-segment-of-ones,42305,107892
1908,1757,Recyclable and Low Fat Products,recyclable-and-low-fat-products,952058,1067410
1904,1796,Second Largest Digit in a String,second-largest-digit-in-a-string,55450,110525
1899,1773,Count Items Matching a Rule,count-items-matching-a-rule,218562,257721
1894,1768,Merge Strings Alternately,merge-strings-alternately,793096,994780
1892,1741,Find Total Time Spent by Each Employee,find-total-time-spent-by-each-employee,131276,151111
1888,1779,Find Nearest Point That Has the Same X or Y Coordinate,find-nearest-point-that-has-the-same-x-or-y-coordinate,113845,166373
1884,1758,Minimum Changes To Make Alternating Binary String,minimum-changes-to-make-alternating-binary-string,142357,223001
1882,1731,The Number of Employees Which Report to Each Employee,the-number-of-employees-which-report-to-each-employee,111602,239762
1878,1752,Check if Array Is Sorted and Rotated,check-if-array-is-sorted-and-rotated,208239,408836
1877,1729,Find Followers Count,find-followers-count,171345,248414
1873,1763,Longest Nice Substring,longest-nice-substring,53339,88167
1858,1736,Latest Time by Replacing Hidden Digits,latest-time-by-replacing-hidden-digits,35546,83258
1848,1748,Sum of Unique Elements,sum-of-unique-elements,165881,213828
1844,1742,Maximum Number of Balls in a Box,maximum-number-of-balls-in-a-box,63141,86048
1843,1725,Number Of Rectangles That Can Form The Largest Square,number-of-rectangles-that-can-form-the-largest-square,69241,87986
1839,1720,Decode XORed Array,decode-xored-array,150693,174691
1837,1693,Daily Leads and Partners,daily-leads-and-partners,120608,139398
1833,1732,Find the Highest Altitude,find-the-highest-altitude,373621,449842
1829,1710,Maximum Units on a Truck,maximum-units-on-a-truck,301164,409096
1827,1683,Invalid Tweets,invalid-tweets,436965,513307
1823,1704,Determine if String Halves Are Alike,determine-if-string-halves-are-alike,348323,442614
1817,1716,Calculate Money in Leetcode Bank,calculate-money-in-leetcode-bank,157284,200987
1812,1694,Reformat Phone Number,reformat-phone-number,37544,57300
1811,1667,Fix Names in a Table,fix-names-in-a-table,209054,339064
1806,1688,Count of Matches in Tournament,count-of-matches-in-tournament,239888,279849
1802,1700,Number of Students Unable to Eat Lunch,number-of-students-unable-to-eat-lunch,235242,300975
1801,1661,Average Time of Process per Machine,average-time-of-process-per-machine,224600,335600
1797,1678,Goal Parser Interpretation,goal-parser-interpretation,247754,284338
1791,1672,Richest Customer Wealth,richest-customer-wealth,853647,970945
1786,1684,Count the Number of Consistent Strings,count-the-number-of-consistent-strings,175355,211046
1781,1662,Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,479072,561147
1775,1656,Design an Ordered Stream,design-an-ordered-stream,85648,101620
1773,1633,Percentage of Users Attended a Contest,percentage-of-users-attended-a-contest,155336,281932
1769,1646,Get Maximum in Generated Array,get-maximum-in-generated-array,108040,214388
1764,1668,Maximum Repeating Substring,maximum-repeating-substring,48597,125825
1760,1640,Check Array Formation Through Concatenation,check-array-formation-through-concatenation,81562,144354
1755,1652,Defuse the Bomb,defuse-the-bomb,43761,67221
1751,1629,Slowest Key,slowest-key,99164,167931
1746,1624,Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters,149669,217975
1742,1637,Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points,165147,188504
1741,1636,Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,125178,175027
1737,1614,Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,325076,388573
1734,1587,Bank Account Summary II,bank-account-summary-ii,100225,120132
1730,1608,Special Array With X Elements Greater Than or Equal X,special-array-with-x-elements-greater-than-or-equal-x,82979,137929
1724,1581,Customer Who Visited but Did Not Make Any Transactions,customer-who-visited-but-did-not-make-any-transactions,377870,551884
1720,1598,Crawler Log Folder,crawler-log-folder,79194,121502
1714,1592,Rearrange Spaces Between Words,rearrange-spaces-between-words,56147,129649
1708,1603,Design Parking System,design-parking-system,278418,316543
1704,1582,Special Positions in a Binary Matrix,special-positions-in-a-binary-matrix,144732,210924
1698,1576,Replace All ?'s to Avoid Consecutive Repeating Characters,replace-all-s-to-avoid-consecutive-repeating-characters,60019,129143
